trip_id,origin_block_group,origin_tract,origin_county,origin_st_2020,destination_block_group,destination_tract,destination_county,destination_st_2020,mode,trip_purpose,previous_trip_purpose,start_time,end_time,duration_min,distance_mi,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,user_id,trip_taker_household_id,user_age,trip_taker_sex,trip_taker_race_ethnicity,user_employment,trip_taker_wfh,user_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,user_home_tract,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,user_work_tract,trip_taker_work_cty_2020,trip_taker_work_st_2020,FM_duration_min,FM_fare_USD,depart_hour,origin_vertiport_id,origin_vertiport_tract,arrival_time_at_dest_vertiport,last_hour,LM_duration_min,dest_vertiport_id,dest_vertiport_tract,LM_fare_USD,MM_duration_min,RAM_IVTT_min,RAM_OVTT_min,RAM_Fare_USD,Driving_IVTT_min,Driving_OVTT_min,Driving_Fare_USD,Income_low,Income_mid,Income_high
9718786935307624244,"1 (Tract 6309, Cook, IL)","6309 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,eat,lodging,1900-01-01 18:30:00,1900-01-01 20:39:16,129,127.1,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,retail,retail,13021411755206184918,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),6.428571428571429,10.716923076923077,18,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 19:56:25.714285716,19,6.662650602409639,UIUC1,"3.01 (Champaign, IL)",11.837287611986408,70,83.09122203098107,10,122.55421068890949,129,3.0,76.25999999999999,0,1,0
202170935878352540,"1 (Tract 6202, Cook, IL)","6202 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,maintenance,social,1900-01-01 13:02:00,1900-01-01 15:20:08,138,127.7,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,office,office,5466515233579052972,,,,,,,,,,,,visitor,,,,,,,Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no home location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),Visitor (no work/school location),3.5,7.914000000000001,13,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 14:25:30.000000000,14,3.863636363636364,UIUC1,"3.01 (Champaign, IL)",7.806293537787513,70,77.36363636363636,10,115.72029353778751,138,3.0,76.62,0,1,0
8916469519188152655,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,"5 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,shop,region_arrival,1900-01-01 12:30:00,1900-01-01 14:41:23,131,133.7,unknown_vehicle_type,other_non_bev,,,,transportation_utilities,transportation_utilities,retail,retail,18193022436231047244,921476089160076768,62.0,female,white_not_hispanic_or_latino,employed,employed_not_working,95615.0,worked_from_home,1.0,95615.0,one,core,naics61,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,"5 (Tract 10, Champaign, IL)","10 (Champaign, IL)","Champaign County, IL",Illinois,5.0608108108108105,8.638370729219785,12,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 13:55:03.648648648,13,6.9375,UIUC1,"3.01 (Champaign, IL)",11.312416666666666,70,81.9983108108108,10,119.95078739588645,131,3.0,80.21999999999998,0,1,0
10592153590785880465,"3 (Tract 7111, Cook, IL)","7111 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 4.01, Champaign, IL)","4.01 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,school,social,1900-01-01 15:35:00,1900-01-01 17:41:11,126,124.3,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,education,education,16734624168510511397,286967820962608413,31.0,female,white_not_hispanic_or_latino,employed,employed_not_working,59118.0,private_auto,4.0,117193.0,two,core,naics62,single_family,not_attending_school,some_college,owner,english,"1 (Tract 106.01, Champaign, IL)","106.01 (Champaign, IL)","Champaign County, IL",Illinois,"2 (Tract 106.01, Champaign, IL)","106.01 (Champaign, IL)","Champaign County, IL",Illinois,17.0,23.895652173913042,15,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 17:12:00.000000000,17,1.1454545454545455,UIUC1,"3.01 (Champaign, IL)",5.059398969745339,70,88.14545454545454,10,128.95505114365838,126,3.0,74.58,0,1,0
15643050057632593109,"1 (Tract 7107, Cook, IL)","7107 (Cook, IL)","Cook County, IL",Illinois,"4 (Tract 58, Champaign, IL)","58 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,social,recreation,1900-01-01 13:32:00,1900-01-01 15:38:43,126,127.1,unknown_vehicle_type,other_non_bev,,,,open_space,open_space,single_family,single_family,11111385923439680132,1754010645869224538,31.0,female,white_not_hispanic_or_latino,employed,employed_not_working,30192.0,private_auto,2.0,30192.0,two,core,naics62,single_family,not_attending_school,bachelors_degree,renter,english,"1 (Tract 106.03, Champaign, IL)","106.03 (Champaign, IL)","Champaign County, IL",Illinois,"2 (Tract 14, Champaign, IL)","14 (Champaign, IL)","Champaign County, IL",Illinois,17.0,25.653333333333332,13,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 15:09:00.000000000,15,3.3684210526315788,UIUC1,"3.01 (Champaign, IL)",7.598303107165504,70,90.36842105263158,10,133.25163644049883,126,3.0,76.25999999999999,1,0,0
63938430418359865,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,shop,region_arrival,1900-01-01 14:27:00,1900-01-01 16:38:29,131,132.1,unknown_vehicle_type,other_non_bev,,,,transportation_utilities,transportation_utilities,retail,retail,16735116902452142090,15402573091832518867,39.0,male,white_not_hispanic_or_latino,employed,employed_not_working,97677.0,private_auto,3.0,108530.0,three_plus,core,naics22,single_family,not_attending_school,high_school,renter,english,"1 (Tract 107.01, Champaign, IL)","107.01 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 8, Champaign, IL)","8 (Champaign, IL)","Champaign County, IL",Illinois,5.041322314049586,8.63018556058007,14,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 15:52:02.479338840,15,7.485714285714286,UIUC1,"3.01 (Champaign, IL)",12.18297435897436,70,82.52703659976386,10,120.81315991955444,131,3.0,79.25999999999999,0,1,0
3598804492687313471,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 109.02, Champaign, IL)","109.02 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,home,region_arrival,1900-01-01 23:15:00,1900-01-01 01:31:31,136,140.7,unknown_vehicle_type,other_non_bev,,,,transportation_utilities,transportation_utilities,single_family,single_family,14383051734658360683,17708074750476727327,20.0,male,white_not_hispanic_or_latino,employed,employed_not_working,42269.0,private_auto,2.0,80916.0,two,core,naics48_49,single_family,not_attending_school,some_college,owner,english,"1 (Tract 109.02, Champaign, IL)","109.02 (Champaign, IL)","Champaign County, IL",Illinois,"3 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,3.0,7.7728301886792455,23,Chicago3_mdw,"9801 (Cook, IL)",1900-01-02 00:38:00.000000000,0,9.0,UIUC1,"3.01 (Champaign, IL)",15.430243902439024,70,82.0,10,123.20307409111828,136,3.0,84.41999999999999,1,0,0
2661229927525987796,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,"2 (Tract 14, Champaign, IL)","14 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,recreation,region_arrival,1900-01-01 08:05:00,1900-01-01 10:21:25,136,135.2,unknown_vehicle_type,other_non_bev,,,,transportation_utilities,transportation_utilities,office,office,173956947502248675,11212794584015225260,38.0,female,two_races_not_hispanic_or_latino,employed,employed_not_working,43353.0,worked_from_home,3.0,112325.0,two,core,naics52,mobile,not_attending_school,bachelors_degree,renter,english,"1 (Tract 109.02, Champaign, IL)","109.02 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 109.02, Champaign, IL)","109.02 (Champaign, IL)","Champaign County, IL",Illinois,5.442622950819672,8.798731828023508,8,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 09:30:26.557377048,9,3.112676056338028,UIUC1,"3.01 (Champaign, IL)",7.515851668327364,70,78.5552990071577,10,116.31458349635086,136,3.0,81.11999999999999,1,0,0
15495372817076554531,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,"4 (Tract 13.01, Champaign, IL)","13.01 (Champaign, IL)","Champaign County, IL",Illinois,private_auto,social,other_activity_type,1900-01-01 12:37:11,1900-01-01 14:55:00,137,127.4,unknown_vehicle_type,other_non_bev,,,,transportation_utilities,transportation_utilities,single_family,single_family,8932170651133108800,17757617944794038949,34.0,female,two_races_not_hispanic_or_latino,employed,employed_not_working,64105.0,worked_from_home,6.0,322902.0,two,core,naics56,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,5.0608108108108105,8.638370729219785,12,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 14:02:14.648648648,14,6.625,UIUC1,"3.01 (Champaign, IL)",10.442308153477217,70,81.6858108108108,10,119.080678882697,137,3.0,76.44,0,1,0
2371440222445959288,"1 (Tract 9801, Cook, IL)","9801 (Cook, IL)","Cook County, IL",Illinois,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,auto_passenger,home,region_arrival,1900-01-01 06:54:00,1900-01-01 09:08:38,134,135.8,unknown_vehicle_type,unknown_fuel_type,,,,transportation_utilities,transportation_utilities,single_family,single_family,6987624162673704187,3282156415249094803,55.0,female,white_not_hispanic_or_latino,employed,employed_not_working,246723.0,private_auto,3.0,252432.0,three_plus,core,naics522130,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 11, Champaign, IL)","11 (Champaign, IL)","Champaign County, IL",Illinois,"5 (Tract 12.01, Champaign, IL)","12.01 (Champaign, IL)","Champaign County, IL",Illinois,4.568965517241379,8.431795705920624,6,Chicago3_mdw,"9801 (Cook, IL)",1900-01-01 08:18:34.137931032,8,5.0,UIUC1,"3.01 (Champaign, IL)",9.49158878504673,70,79.56896551724138,10,117.92338449096735,134,3.0,81.48,0,0,1
